location,total_sqft,bhk,bath,balcony,age_years,furnishing,parking,price_lakhs
Marathahalli,1240,2,3,2,7.9,Semi-Furnished,1,69.39
Sarjapur Road,863,2,2,0,1.9,Unfurnished,0,48.43
Hebbal,1254,2,1,0,4.1,Semi-Furnished,0,91.86
HSR Layout,1028,2,1,1,0.2,Semi-Furnished,0,91.01
Hebbal,663,1,1,1,2.5,Semi-Furnished,0,54.03
HSR Layout,2026,4,3,1,4.4,Unfurnished,1,165.41
Indiranagar,1188,2,2,3,4.4,Unfurnished,1,121.17
Marathahalli,1111,2,1,2,1.4,Furnished,1,83.53
BTM Layout,928,2,1,3,9.0,Unfurnished,1,62.27
BTM Layout,875,2,2,0,2.1,Unfurnished,0,56.16
Koramangala,1281,3,3,1,5.2,Semi-Furnished,0,128.16
Jayanagar,628,1,1,1,1.9,Furnished,1,61.09
Indiranagar,1136,2,3,2,3.3,Semi-Furnished,1,129.48
Sarjapur Road,1598,3,3,2,1.4,Unfurnished,1,81.29
Sarjapur Road,1032,2,1,0,6.0,Furnished,1,56.73
Yelahanka,1326,3,3,0,3.3,Furnished,0,74.98
JP Nagar,1398,3,3,0,0.1,Semi-Furnished,0,113.04
Hebbal,1223,2,2,2,0.2,Semi-Furnished,1,104.55
Marathahalli,1427,3,2,0,3.8,Semi-Furnished,1,78.61
Whitefield,622,1,1,0,1.2,Semi-Furnished,0,38.22
HSR Layout,1339,3,4,1,5.3,Semi-Furnished,1,139.79
Yelahanka,1100,2,2,1,3.1,Furnished,1,63.72
Yelahanka,981,2,1,1,6.4,Furnished,1,54.08
HSR Layout,1657,3,3,2,18.3,Semi-Furnished,1,147.53
Sarjapur Road,2216,4,4,2,4.5,Furnished,0,130.41
Indiranagar,2726,5,6,4,9.3,Unfurnished,1,269.43
Jayanagar,1481,3,3,2,8.4,Unfurnished,1,107.47
Hebbal,967,2,1,1,15.3,Semi-Furnished,1,57.07
Hebbal,837,2,2,2,1.4,Semi-Furnished,0,58.74
Yelahanka,921,2,1,1,10.5,Unfurnished,1,34.56
Koramangala,1080,2,2,0,14.2,Semi-Furnished,0,106.08
Indiranagar,1099,2,2,0,3.0,Unfurnished,0,89.54
Yelahanka,2122,4,4,2,2.3,Semi-Furnished,1,114.52
Marathahalli,1005,2,3,1,18.2,Furnished,1,60.97
Indiranagar,1190,2,2,1,5.9,Semi-Furnished,1,120.41
Hebbal,1060,2,1,0,2.9,Unfurnished,1,74.35
HSR Layout,2205,4,4,0,9.4,Furnished,1,223.37
Yelahanka,1234,3,2,2,2.2,Semi-Furnished,1,64.02
JP Nagar,912,3,4,0,1.2,Furnished,1,91.84
Indiranagar,1093,2,2,2,4.7,Semi-Furnished,1,115.33
Whitefield,1286,3,3,0,5.0,Furnished,1,92.62
JP Nagar,568,1,1,0,10.5,Furnished,1,49.43
Marathahalli,2055,4,4,2,3.7,Semi-Furnished,1,131.3
Hebbal,1738,3,4,0,10.1,Unfurnished,1,129.94
JP Nagar,1110,2,3,2,2.2,Semi-Furnished,1,91.0
JP Nagar,1075,2,1,2,5.1,Semi-Furnished,1,83.35
Sarjapur Road,1626,3,3,2,1.4,Semi-Furnished,1,93.08
Jayanagar,655,1,1,1,2.9,Unfurnished,1,53.58
Jayanagar,2031,4,4,3,11.7,Unfurnished,1,148.96
HSR Layout,1211,2,1,1,1.5,Semi-Furnished,0,119.1
Indiranagar,884,2,1,0,10.0,Furnished,0,85.35
Marathahalli,1098,2,1,1,2.0,Semi-Furnished,1,68.31
Koramangala,818,2,3,1,0.2,Unfurnished,0,88.3
BTM Layout,1081,2,3,4,0.7,Unfurnished,1,79.51
Marathahalli,1079,2,2,2,8.2,Unfurnished,1,55.04
Marathahalli,1751,3,3,1,1.8,Unfurnished,1,105.43
Koramangala,815,2,1,0,6.4,Unfurnished,0,78.4
Whitefield,2710,5,6,0,7.2,Semi-Furnished,1,135.58
Whitefield,1623,3,3,3,2.5,Furnished,1,105.42
HSR Layout,1550,3,2,1,3.9,Unfurnished,1,150.91
Electronic City,627,1,1,1,3.1,Semi-Furnished,1,31.84
Marathahalli,907,2,1,1,17.7,Semi-Furnished,1,50.77
BTM Layout,961,2,2,0,2.3,Furnished,1,84.26
BTM Layout,1687,3,3,3,1.2,Furnished,1,133.77
Yelahanka,2092,4,3,2,2.7,Unfurnished,1,100.32
Indiranagar,656,1,1,3,6.6,Unfurnished,1,66.7
BTM Layout,583,1,1,2,7.2,Unfurnished,1,40.6
BTM Layout,1923,4,3,0,15.5,Semi-Furnished,1,131.15
Indiranagar,1190,2,1,4,12.8,Semi-Furnished,1,112.48
Hebbal,1575,3,4,1,2.0,Unfurnished,0,114.62
Koramangala,1846,3,3,1,3.6,Furnished,1,242.04
JP Nagar,1948,4,5,1,8.3,Semi-Furnished,1,156.84
Sarjapur Road,1173,2,2,1,14.9,Furnished,1,68.79
Whitefield,853,2,2,0,2.5,Unfurnished,0,47.27
BTM Layout,1524,3,3,1,3.5,Unfurnished,0,107.17
Marathahalli,2246,4,4,0,13.8,Unfurnished,1,107.39
Sarjapur Road,739,2,3,3,2.7,Unfurnished,1,38.82
Jayanagar,1019,2,1,0,3.9,Semi-Furnished,0,78.55
JP Nagar,1416,3,3,3,14.1,Unfurnished,1,102.2
Whitefield,1995,4,3,0,9.7,Semi-Furnished,1,113.83
Koramangala,2158,4,4,0,1.7,Unfurnished,1,232.19
Whitefield,2968,5,6,1,2.4,Unfurnished,1,177.53
Sarjapur Road,580,1,1,1,2.6,Furnished,0,43.53
JP Nagar,631,1,1,1,14.6,Furnished,1,50.77
BTM Layout,1517,3,3,1,40.0,Unfurnished,1,64.38
Sarjapur Road,1500,3,3,2,8.9,Furnished,1,99.92
Electronic City,887,2,1,4,4.0,Semi-Furnished,0,37.89
HSR Layout,1216,2,1,0,0.1,Unfurnished,1,109.64
Electronic City,1544,3,3,2,7.2,Furnished,0,68.72
Indiranagar,659,1,1,1,3.0,Unfurnished,1,64.42
Indiranagar,929,2,1,3,6.0,Unfurnished,1,88.5
Jayanagar,1431,3,3,1,5.6,Semi-Furnished,1,120.21
Koramangala,1474,3,4,1,3.9,Unfurnished,0,143.29
Electronic City,1270,3,4,1,17.3,Unfurnished,1,49.1
Indiranagar,797,2,2,2,0.1,Unfurnished,1,65.78
Indiranagar,1410,3,4,0,7.5,Semi-Furnished,1,129.7
Sarjapur Road,1578,3,2,2,3.2,Semi-Furnished,0,100.16
Hebbal,1402,3,2,1,7.5,Unfurnished,0,90.32
Sarjapur Road,1347,3,3,3,6.7,Furnished,0,78.25
HSR Layout,928,2,2,4,0.1,Unfurnished,1,74.79
Koramangala,532,1,1,1,2.0,Semi-Furnished,1,59.74
JP Nagar,547,1,2,2,1.3,Furnished,0,50.14
Koramangala,1375,2,1,1,1.1,Furnished,1,202.12
Koramangala,1658,3,3,1,7.8,Semi-Furnished,1,201.69
Indiranagar,2254,4,5,0,1.6,Semi-Furnished,1,227.14
Indiranagar,1675,3,4,3,3.9,Unfurnished,1,157.86
Koramangala,1350,3,4,2,1.7,Semi-Furnished,1,139.58
Koramangala,867,2,2,1,5.2,Unfurnished,1,82.95
Yelahanka,884,2,2,4,7.7,Unfurnished,1,40.79
Whitefield,1250,2,2,1,2.4,Unfurnished,1,72.05
Indiranagar,968,2,2,1,5.5,Unfurnished,1,104.58
JP Nagar,412,1,1,0,10.5,Semi-Furnished,1,27.71
Indiranagar,1435,3,3,1,0.6,Furnished,1,165.97
Koramangala,2764,5,6,2,7.4,Unfurnished,1,240.72
BTM Layout,1090,2,3,2,2.3,Unfurnished,1,80.13
Indiranagar,638,1,1,2,0.8,Semi-Furnished,1,61.29
Electronic City,1376,3,3,0,4.7,Semi-Furnished,1,67.29
Jayanagar,1153,2,3,0,1.5,Unfurnished,0,93.34
Koramangala,1404,3,4,0,10.3,Unfurnished,1,125.72
Marathahalli,1477,3,4,0,0.3,Semi-Furnished,1,80.62
JP Nagar,2203,4,5,2,0.6,Furnished,1,184.06
Indiranagar,954,2,2,0,4.4,Unfurnished,0,88.91
Marathahalli,1415,3,3,2,5.3,Unfurnished,1,81.24
Jayanagar,1139,2,3,1,7.9,Semi-Furnished,0,93.02
Indiranagar,1371,3,4,1,1.8,Unfurnished,1,145.0
Marathahalli,992,2,3,0,11.1,Unfurnished,0,47.53
Koramangala,1133,2,3,2,18.4,Semi-Furnished,1,89.78
Jayanagar,1808,3,2,3,4.1,Furnished,1,179.45
Electronic City,1591,3,4,1,8.6,Unfurnished,1,71.97
HSR Layout,1571,3,4,1,4.5,Semi-Furnished,1,166.57
Koramangala,1580,3,4,4,0.4,Unfurnished,0,148.95
JP Nagar,1339,3,2,1,2.4,Furnished,1,111.62
Whitefield,617,1,1,3,0.5,Unfurnished,1,38.95
HSR Layout,1496,3,2,4,27.0,Semi-Furnished,0,106.58
HSR Layout,1548,3,4,0,1.6,Furnished,1,169.58
Hebbal,2117,4,4,3,6.1,Furnished,1,157.27
Marathahalli,2157,4,5,0,2.0,Semi-Furnished,0,120.95
Yelahanka,553,1,1,1,6.4,Unfurnished,0,23.6
JP Nagar,1509,3,4,0,1.4,Unfurnished,0,116.91
BTM Layout,416,1,2,0,9.2,Unfurnished,1,28.24
Koramangala,1002,2,2,2,0.7,Semi-Furnished,0,119.53
Jayanagar,1709,3,3,2,13.5,Semi-Furnished,0,139.92
JP Nagar,1098,2,3,2,11.0,Furnished,1,100.4
Sarjapur Road,1497,3,2,0,6.8,Unfurnished,1,84.05
BTM Layout,884,1,1,2,0.4,Semi-Furnished,1,71.92
HSR Layout,846,2,1,1,1.4,Furnished,1,89.58
Indiranagar,1334,3,2,0,11.8,Furnished,0,163.95
Jayanagar,1757,3,3,1,0.8,Semi-Furnished,0,155.82
Hebbal,2107,4,4,1,1.0,Semi-Furnished,0,130.35
Jayanagar,1464,3,2,0,4.7,Semi-Furnished,1,132.2
Jayanagar,1320,3,3,0,1.9,Unfurnished,1,103.24
JP Nagar,1117,2,2,1,1.5,Unfurnished,1,88.52
HSR Layout,682,1,1,3,5.1,Semi-Furnished,1,67.94
BTM Layout,886,2,3,3,2.8,Unfurnished,1,62.55
HSR Layout,1479,3,2,4,0.9,Semi-Furnished,1,136.11
Koramangala,1450,3,4,1,4.6,Semi-Furnished,1,164.88
HSR Layout,1088,2,2,0,2.9,Semi-Furnished,1,100.33
Hebbal,1332,3,3,2,8.0,Unfurnished,1,91.66
Indiranagar,1688,3,3,1,0.7,Unfurnished,1,172.3
Indiranagar,737,1,1,4,5.8,Unfurnished,1,83.71
Sarjapur Road,996,2,2,2,3.4,Unfurnished,1,52.72
Indiranagar,2068,4,4,1,3.1,Furnished,0,221.27
Marathahalli,1480,3,3,0,1.6,Unfurnished,0,80.93
Marathahalli,1983,4,4,2,0.2,Unfurnished,1,114.41
Jayanagar,533,1,2,2,11.3,Unfurnished,1,45.2
Yelahanka,2759,5,5,1,2.4,Semi-Furnished,1,143.07
Indiranagar,1292,2,3,1,6.9,Semi-Furnished,1,151.2
Jayanagar,742,1,1,3,17.7,Unfurnished,1,56.53
HSR Layout,2940,5,4,0,5.0,Furnished,0,283.11
Yelahanka,1105,2,3,3,3.0,Furnished,1,61.44
Indiranagar,1332,3,4,2,1.9,Unfurnished,1,141.83
Marathahalli,1044,2,2,0,16.3,Semi-Furnished,1,57.22
Indiranagar,1646,3,4,2,6.9,Semi-Furnished,0,162.85
Koramangala,1911,4,3,0,6.6,Unfurnished,1,183.97
Indiranagar,1145,2,2,0,3.3,Furnished,1,129.41
Indiranagar,1848,3,2,1,11.2,Unfurnished,0,152.68
JP Nagar,1209,2,2,1,7.5,Unfurnished,1,93.21
Koramangala,1712,3,2,1,2.0,Unfurnished,1,187.67
BTM Layout,1083,2,1,3,5.5,Semi-Furnished,1,79.26
Sarjapur Road,1195,2,3,1,3.4,Furnished,1,77.54
Marathahalli,942,2,1,2,0.0,Unfurnished,0,53.09
Indiranagar,1169,2,2,2,9.9,Unfurnished,0,102.22
HSR Layout,2198,4,4,1,0.8,Semi-Furnished,1,201.4
JP Nagar,1093,2,2,3,4.3,Unfurnished,0,65.88
HSR Layout,1247,2,2,0,2.5,Unfurnished,1,105.6
Electronic City,969,2,3,1,2.5,Unfurnished,1,41.93
Jayanagar,1022,2,2,3,3.9,Unfurnished,1,80.08
JP Nagar,1514,3,2,1,34.9,Unfurnished,1,86.4
JP Nagar,2646,5,5,1,3.1,Unfurnished,0,182.81
Indiranagar,1084,2,3,3,1.2,Unfurnished,1,122.38
Yelahanka,1842,4,4,0,5.7,Semi-Furnished,1,91.06
Indiranagar,1657,3,2,0,1.6,Unfurnished,1,163.21
Indiranagar,1057,2,1,0,0.7,Furnished,1,120.06
BTM Layout,1422,3,4,1,0.3,Unfurnished,0,102.91
Koramangala,1375,3,3,3,0.1,Semi-Furnished,0,162.64
Koramangala,1465,3,3,0,3.4,Furnished,1,185.99
Whitefield,2203,4,4,1,3.3,Unfurnished,1,110.99
BTM Layout,1132,2,1,1,1.2,Semi-Furnished,0,86.47
JP Nagar,1994,4,3,1,9.2,Furnished,1,151.67
Marathahalli,1373,3,2,2,0.8,Unfurnished,1,77.73
Hebbal,1149,2,2,2,14.8,Furnished,1,87.31
Indiranagar,1392,3,3,1,5.3,Unfurnished,0,116.71
HSR Layout,1059,2,1,4,0.2,Unfurnished,1,104.59
Koramangala,2819,5,6,0,19.8,Semi-Furnished,0,259.98
Electronic City,1547,3,3,0,2.2,Unfurnished,1,76.47
Jayanagar,729,1,1,2,3.6,Semi-Furnished,0,63.0
BTM Layout,861,2,2,3,2.0,Furnished,1,80.3
Whitefield,1213,3,4,1,7.8,Furnished,1,89.49
Koramangala,515,1,1,1,4.0,Semi-Furnished,1,54.67
Indiranagar,870,1,1,3,0.9,Furnished,1,91.52
Koramangala,1353,2,3,0,0.7,Unfurnished,0,141.09
BTM Layout,1325,2,1,1,7.8,Unfurnished,1,85.51
Jayanagar,1021,2,1,1,1.6,Semi-Furnished,1,103.1
Jayanagar,783,2,2,1,0.9,Semi-Furnished,0,67.65
Hebbal,699,2,2,0,4.2,Semi-Furnished,1,49.77
Indiranagar,1408,3,3,3,9.7,Semi-Furnished,1,125.04
Jayanagar,1470,3,4,3,2.0,Unfurnished,1,129.52
HSR Layout,1245,2,3,1,1.9,Semi-Furnished,1,113.45
Marathahalli,1180,2,2,1,10.8,Furnished,0,73.44
Sarjapur Road,1534,3,2,2,1.0,Semi-Furnished,1,96.04
JP Nagar,467,1,1,1,5.8,Unfurnished,1,31.6
HSR Layout,906,2,2,0,18.6,Semi-Furnished,0,78.2
JP Nagar,638,1,1,2,11.0,Unfurnished,1,42.73
Indiranagar,1605,3,3,4,0.4,Furnished,1,167.31
Whitefield,1559,3,4,1,2.3,Unfurnished,0,100.33
Indiranagar,1345,3,3,1,0.9,Unfurnished,1,123.4
Koramangala,1598,3,4,0,17.9,Unfurnished,1,153.4
Jayanagar,1564,3,2,2,25.6,Unfurnished,1,109.22
Marathahalli,889,2,1,1,1.6,Semi-Furnished,0,54.52
BTM Layout,1382,3,3,1,6.6,Unfurnished,1,96.38
Jayanagar,703,1,1,2,11.1,Furnished,0,57.77
Jayanagar,1465,3,4,4,1.6,Semi-Furnished,1,151.95
Whitefield,1738,3,3,2,1.2,Unfurnished,1,110.78
Whitefield,1575,3,3,1,0.1,Semi-Furnished,1,105.93
Jayanagar,977,2,1,0,3.2,Semi-Furnished,1,79.5
HSR Layout,1048,2,3,0,13.8,Semi-Furnished,1,87.56
JP Nagar,1510,3,3,0,14.0,Semi-Furnished,1,113.43
Indiranagar,1391,3,2,4,0.8,Unfurnished,1,117.4
Whitefield,1963,4,5,2,1.4,Semi-Furnished,1,132.04
HSR Layout,1155,2,3,0,3.1,Unfurnished,1,95.35
Koramangala,1627,3,3,1,9.1,Semi-Furnished,1,162.33
Whitefield,1591,3,3,1,5.7,Furnished,1,97.4
Hebbal,2327,4,4,0,4.3,Unfurnished,1,159.26
Electronic City,1419,3,4,0,5.4,Semi-Furnished,1,70.43
Marathahalli,1751,3,4,1,0.6,Unfurnished,0,101.96
Koramangala,1365,3,2,0,3.9,Unfurnished,1,144.78
Indiranagar,1348,3,4,2,29.0,Semi-Furnished,1,114.0
HSR Layout,2536,5,4,2,0.6,Semi-Furnished,1,261.38
JP Nagar,533,1,1,1,4.4,Unfurnished,1,39.77
HSR Layout,524,1,1,1,2.1,Unfurnished,0,36.72
Hebbal,2179,4,5,0,4.7,Furnished,0,179.84
Indiranagar,1537,3,4,1,5.1,Unfurnished,1,156.91
JP Nagar,1321,3,2,1,5.2,Unfurnished,0,88.84
Koramangala,991,2,2,1,11.5,Furnished,0,93.34
Yelahanka,544,1,2,2,3.0,Furnished,1,32.44
Marathahalli,1234,3,3,3,4.4,Unfurnished,1,70.92
BTM Layout,1353,3,3,1,0.1,Furnished,1,110.95
HSR Layout,934,2,2,1,9.4,Unfurnished,1,80.08
Whitefield,1265,2,3,1,1.8,Unfurnished,0,79.29
Whitefield,2129,4,4,1,10.2,Furnished,1,162.53
JP Nagar,699,1,2,2,1.9,Furnished,0,60.27
Jayanagar,1875,4,5,1,0.1,Unfurnished,0,160.36
JP Nagar,1229,2,2,1,1.0,Unfurnished,1,86.03
Koramangala,1695,3,4,1,25.5,Unfurnished,0,135.45
Koramangala,1800,4,4,1,2.3,Unfurnished,1,185.65
Whitefield,1394,3,4,1,0.7,Semi-Furnished,1,99.7
Sarjapur Road,1124,2,1,1,0.8,Semi-Furnished,0,68.87
Yelahanka,1597,3,3,2,2.2,Semi-Furnished,1,96.01
BTM Layout,948,2,1,2,0.2,Semi-Furnished,1,65.7
Koramangala,1004,2,3,2,4.3,Furnished,1,112.31
Marathahalli,2710,5,6,3,1.4,Unfurnished,1,171.46
Yelahanka,1517,3,4,4,4.4,Semi-Furnished,0,85.24
Koramangala,1680,3,2,0,0.9,Furnished,1,209.26
JP Nagar,934,2,3,1,3.4,Unfurnished,1,47.7
Sarjapur Road,750,1,1,1,5.5,Furnished,1,45.04
BTM Layout,483,1,1,1,0.4,Semi-Furnished,1,38.19
Hebbal,1373,3,4,3,3.1,Unfurnished,1,89.17
Koramangala,1623,3,4,2,2.2,Unfurnished,0,168.03
Koramangala,1638,3,3,1,1.6,Semi-Furnished,1,209.88
Sarjapur Road,2228,4,4,2,5.6,Semi-Furnished,1,141.97
Whitefield,403,1,1,1,5.3,Semi-Furnished,1,26.56
Hebbal,980,2,1,2,6.0,Unfurnished,1,64.72
Hebbal,1173,2,1,3,1.0,Semi-Furnished,1,84.54
Marathahalli,1056,2,3,0,2.0,Unfurnished,0,62.5
Sarjapur Road,439,1,1,0,1.4,Unfurnished,1,24.42
Koramangala,2169,4,5,2,4.7,Unfurnished,1,226.81
Koramangala,943,2,3,1,3.7,Semi-Furnished,0,91.66
Electronic City,2369,4,5,0,2.4,Unfurnished,0,94.56
HSR Layout,1282,2,1,1,9.3,Unfurnished,1,114.32
Koramangala,2891,5,5,0,0.6,Unfurnished,1,281.68
Koramangala,1704,3,4,2,22.1,Unfurnished,1,154.6
JP Nagar,2110,4,3,2,0.7,Unfurnished,0,155.43
Sarjapur Road,715,1,1,1,8.9,Semi-Furnished,1,41.61
Indiranagar,1722,3,3,2,2.8,Semi-Furnished,1,186.67
HSR Layout,2137,4,5,1,12.0,Semi-Furnished,1,203.32
BTM Layout,1012,2,3,1,0.5,Semi-Furnished,1,76.2
Whitefield,344,1,1,2,2.8,Unfurnished,1,18.2
Electronic City,1038,2,2,1,2.5,Furnished,1,49.22
Indiranagar,2224,4,5,2,29.9,Unfurnished,1,179.23
Marathahalli,1642,3,2,1,25.4,Semi-Furnished,1,75.38
Indiranagar,1576,3,4,1,1.3,Furnished,1,171.95
Sarjapur Road,969,2,2,3,6.0,Semi-Furnished,1,51.85
HSR Layout,303,1,1,1,4.6,Unfurnished,1,23.26
Jayanagar,1426,3,2,0,1.0,Unfurnished,1,110.95
Koramangala,554,1,2,1,1.1,Unfurnished,1,63.58
Jayanagar,1453,3,3,2,27.2,Semi-Furnished,1,99.45
Yelahanka,2193,4,5,3,3.6,Semi-Furnished,1,102.78
Hebbal,1348,2,2,1,0.8,Semi-Furnished,1,97.18
Hebbal,1519,3,3,0,1.5,Unfurnished,1,108.31
Marathahalli,567,1,1,2,1.9,Furnished,1,33.46
BTM Layout,1461,3,3,2,4.3,Semi-Furnished,0,112.14
JP Nagar,1069,2,2,2,2.5,Unfurnished,1,70.53
Hebbal,1376,3,2,1,3.6,Unfurnished,1,90.54
Whitefield,1068,2,2,0,1.1,Semi-Furnished,1,66.99
Whitefield,1118,2,2,0,2.4,Semi-Furnished,0,65.99
Indiranagar,1531,3,4,1,0.4,Unfurnished,1,153.1
Yelahanka,1119,2,2,1,13.2,Unfurnished,1,52.68
HSR Layout,1565,3,2,1,1.3,Semi-Furnished,1,152.64
HSR Layout,784,2,1,1,8.5,Unfurnished,1,64.04
BTM Layout,1596,3,2,1,2.6,Unfurnished,0,111.29
BTM Layout,949,2,3,1,3.9,Furnished,0,77.46
BTM Layout,1336,3,4,2,2.1,Semi-Furnished,1,98.97
Koramangala,884,2,1,0,7.2,Semi-Furnished,1,95.73
Hebbal,1115,2,1,3,11.2,Semi-Furnished,1,72.37
Koramangala,1017,2,1,4,2.0,Semi-Furnished,1,107.7
Indiranagar,1248,3,4,1,1.7,Semi-Furnished,1,141.54
Indiranagar,1122,2,3,1,6.9,Furnished,0,125.0
Koramangala,1884,4,4,2,1.3,Unfurnished,1,208.44
HSR Layout,2121,4,4,0,6.1,Unfurnished,1,192.85
JP Nagar,1086,2,3,1,0.6,Unfurnished,1,77.42
Electronic City,1633,3,2,2,5.8,Semi-Furnished,0,75.59
Hebbal,867,1,1,0,4.3,Semi-Furnished,0,59.32
Jayanagar,845,2,3,1,0.7,Unfurnished,0,74.85
Koramangala,1492,3,3,2,6.3,Unfurnished,1,148.98
Jayanagar,1459,3,3,1,3.5,Unfurnished,1,123.59
Koramangala,1565,3,4,1,1.5,Unfurnished,1,171.32
Marathahalli,1082,2,1,3,2.6,Furnished,0,74.0
HSR Layout,997,2,1,1,4.1,Semi-Furnished,0,81.16
Indiranagar,534,1,1,1,0.6,Unfurnished,1,46.71
Electronic City,1333,3,3,1,19.0,Unfurnished,1,51.7
Jayanagar,1648,3,3,1,6.6,Unfurnished,1,136.44
BTM Layout,1569,3,3,1,0.6,Semi-Furnished,0,110.04
Koramangala,1188,2,2,1,10.4,Semi-Furnished,1,127.96
Hebbal,1003,2,3,1,2.3,Furnished,1,74.43
Yelahanka,951,2,3,2,5.4,Semi-Furnished,0,59.11
BTM Layout,438,1,1,0,1.9,Semi-Furnished,1,36.5
JP Nagar,1104,2,2,2,7.9,Furnished,0,91.7
Marathahalli,1344,3,2,0,7.7,Semi-Furnished,0,76.68
Yelahanka,2377,4,3,3,4.8,Unfurnished,1,109.16
BTM Layout,1304,3,3,1,1.7,Semi-Furnished,1,90.54
HSR Layout,1091,2,2,0,1.8,Semi-Furnished,1,105.44
Koramangala,835,1,1,2,2.9,Semi-Furnished,1,87.82
Whitefield,2190,4,4,2,0.9,Unfurnished,1,123.79
JP Nagar,626,1,1,0,2.5,Unfurnished,0,39.79
JP Nagar,1955,4,3,1,6.9,Unfurnished,0,135.31
Electronic City,843,2,2,0,10.7,Unfurnished,1,32.78
Marathahalli,1166,2,2,1,2.4,Furnished,0,78.4
Jayanagar,2326,4,4,2,1.6,Semi-Furnished,1,218.26
Electronic City,534,1,1,2,10.7,Semi-Furnished,1,23.4
Sarjapur Road,1329,3,4,0,13.3,Semi-Furnished,0,83.8
Indiranagar,1131,3,2,2,3.2,Semi-Furnished,1,124.37
Whitefield,903,2,1,0,0.2,Furnished,0,56.26
Marathahalli,1033,2,2,1,7.1,Unfurnished,0,56.31
Hebbal,1740,3,4,1,9.2,Semi-Furnished,0,118.52
Whitefield,1601,3,4,0,0.1,Unfurnished,1,89.18
Yelahanka,646,1,2,2,5.4,Furnished,1,33.44
Jayanagar,2040,4,4,2,5.3,Furnished,1,202.82
Electronic City,963,2,2,1,2.9,Furnished,1,50.85
Indiranagar,1261,2,2,0,8.3,Unfurnished,0,103.65
Marathahalli,1080,2,3,1,3.4,Unfurnished,1,66.65
Koramangala,300,1,1,0,6.8,Unfurnished,1,30.69
Sarjapur Road,949,2,3,0,4.4,Semi-Furnished,0,59.02
JP Nagar,2671,5,5,1,1.7,Semi-Furnished,0,220.5
Sarjapur Road,968,2,3,0,5.6,Unfurnished,1,52.38
Koramangala,684,1,1,0,8.0,Semi-Furnished,1,81.75
Sarjapur Road,584,1,2,2,21.9,Unfurnished,1,25.42
HSR Layout,1488,3,4,1,2.9,Furnished,0,179.71
Koramangala,2297,4,3,3,0.4,Unfurnished,1,227.94
Whitefield,946,2,1,0,26.5,Unfurnished,1,44.81
Whitefield,880,1,1,1,5.9,Semi-Furnished,1,52.45
Hebbal,949,2,2,2,17.6,Semi-Furnished,0,57.44
HSR Layout,613,1,1,1,0.7,Unfurnished,1,67.2
Indiranagar,558,1,1,1,2.5,Furnished,1,61.69
Marathahalli,1069,2,2,1,0.9,Semi-Furnished,1,70.73
Koramangala,1117,2,1,0,10.8,Furnished,1,125.63
Marathahalli,1565,3,4,0,12.7,Furnished,1,105.02
HSR Layout,937,2,3,1,4.2,Semi-Furnished,0,84.44
JP Nagar,1932,4,4,1,1.2,Furnished,1,172.1
JP Nagar,2475,4,3,0,0.8,Furnished,0,218.13
Jayanagar,1427,3,4,2,5.3,Furnished,0,128.05
Koramangala,1155,2,2,0,4.2,Furnished,1,166.69
HSR Layout,809,2,1,1,7.1,Furnished,1,86.33
JP Nagar,1008,2,2,1,2.2,Semi-Furnished,0,75.78
Koramangala,1481,3,4,1,3.1,Unfurnished,1,148.65
Indiranagar,1121,2,1,2,0.1,Furnished,1,131.42
Electronic City,1692,4,4,2,5.7,Semi-Furnished,1,69.69
Jayanagar,2125,4,5,0,3.3,Unfurnished,0,194.63
Jayanagar,878,2,2,2,15.1,Unfurnished,1,67.82
JP Nagar,1549,3,2,1,6.2,Semi-Furnished,0,113.77
Indiranagar,445,1,1,3,3.1,Semi-Furnished,0,47.78
HSR Layout,922,2,2,2,1.8,Unfurnished,1,78.97
JP Nagar,1009,2,2,2,14.1,Unfurnished,1,61.61
JP Nagar,892,2,2,0,0.1,Semi-Furnished,0,68.68
HSR Layout,2029,4,5,0,2.4,Unfurnished,1,187.43
HSR Layout,871,2,2,3,17.2,Semi-Furnished,0,74.04
Koramangala,775,2,2,2,6.4,Semi-Furnished,0,72.63
BTM Layout,1653,3,4,0,4.6,Semi-Furnished,1,121.84
Electronic City,1306,3,4,2,1.4,Unfurnished,1,45.12
BTM Layout,1023,2,3,2,10.8,Unfurnished,1,62.75
Yelahanka,2213,4,5,1,1.4,Semi-Furnished,1,126.36
Jayanagar,1408,3,3,1,1.7,Semi-Furnished,1,136.52
Whitefield,926,2,2,1,1.3,Unfurnished,1,50.86
Jayanagar,634,1,2,3,1.0,Unfurnished,0,51.41
HSR Layout,1218,2,3,2,18.4,Furnished,0,110.21
Indiranagar,1325,3,2,0,5.5,Furnished,1,158.82
Yelahanka,1477,3,2,2,6.1,Semi-Furnished,1,83.85
Sarjapur Road,1840,4,3,0,18.5,Unfurnished,1,88.98
Marathahalli,991,2,2,0,1.6,Unfurnished,0,53.79
Hebbal,605,1,1,1,0.0,Unfurnished,1,37.9
Whitefield,472,1,1,0,5.5,Unfurnished,1,27.42
HSR Layout,981,2,1,2,4.3,Semi-Furnished,1,107.23
Electronic City,1289,3,2,1,3.9,Semi-Furnished,1,64.23
Marathahalli,1512,3,3,4,0.4,Unfurnished,0,85.43
Sarjapur Road,1208,2,2,0,3.6,Furnished,0,76.34
